User ID,User Name,Node_weight,Reply Count,Retweet count,Like Count,Quote Count,Followers Count,FOllowerID,Follower name
1284173698384224258,JustThisGirl17,0,0,0,0,0,13,[],[]
1305999206344265733,MeekiLove04,19,3,1,18,0,2427,[],[]
815733115914055680,Saskbornretiree,1,0,0,1,0,498,[],[]
1179098543031771137,ShermanTank17,1,0,0,1,0,3371,[],[]
1940762346,imjustamazed,3,0,1,2,0,7855,[],[]
1052306323830988801,PeteyMcClory,0,0,0,0,0,25,[],[]
814367132,SamsDataScience,0,0,0,0,0,173,[],[]
1306290244715593729,noharmdunn,3,3,0,3,0,654,[],[]
1151588809894535168,Melvin61518722,0,0,0,0,0,0,[],[]
1074488924784025600,RickerMonica,0,0,0,0,0,6,[],[]
3841744342,Sherfired,0,0,0,0,0,141,[],[]
248445612,80SKEEF,9,1,0,9,0,2161,[],[]
905603995007254530,JACKJONESREAL,0,3,0,0,0,10,[],[]
1313190289297690625,KrissyScott04,0,0,0,0,0,263,[],[]
66001656,riorockocom,0,0,0,0,0,9,[],[]
3331257041,SmartmanAZ,1,0,0,1,0,3847,[],[]
918149431320502272,therealborders1,0,0,0,0,0,83,[],[]
882615795070775297,davkoch2,0,0,0,0,0,93,[],[]
745783065683820544,darrell1925,1,1,0,1,1,3715,[],[]
14898538,techjaws,0,0,0,0,0,1869,[],[]
1345517796,Family_Jewelzz,2,1,0,2,0,176,[],[]
810690977811861504,cbee233,0,0,0,0,0,1,[],[]
1325519246345052160,WandaGuilliams,0,1,0,0,0,3,[],[]
224459578,dalasunto77,5,0,1,4,1,1956,[],[]
778222109159940098,Gregmichael78,10,0,2,8,0,7021,[],[]
35215571,RevDuv,37,11,1,36,0,6708,[],[]
13851892,deanshortland,7,2,0,7,0,1046,[],[]
2188238207,Karilee728,1,0,0,1,0,156,[],[]
1220173515506188288,William66468880,0,0,0,0,0,763,[],[]
67494445,Indiafuerte,0,0,0,0,0,690,[],[]
1247720118261407744,Elastic_minds,39,5,3,36,0,22849,[],[]
308491778,chipsforaces,0,0,0,0,0,1185,[],[]
164679813,kenolin1,8559,139,944,7615,80,258388,[],[]
19378565,redneck37,0,0,0,0,0,75,[],[]
64246525,PrincessMorganS,0,0,0,0,0,249,[],[]
1283562156009684995,YearRooster,1,1,0,1,1,1534,[],[]
788558465304240128,AlanCane604,161,17,19,142,6,10643,[],[]
1324542715334397958,JaredHolley2020,0,0,0,0,0,32,[],[]
780984879907504128,Kevinspomjow,1,0,0,1,0,277,[],[]
1333225489117310977,Lefe11315986,0,0,0,0,0,0,[],[]
882318512647176195,Vickiba90210,0,0,0,0,0,3209,[],[]
166469290,tessaprn,0,0,0,0,0,1347,[],[]
922047901,graybeered42,0,0,0,0,0,1719,[],[]
217265169,JonathonTepes,2,1,0,2,0,599,[],[]
1116112388833644545,haybayler842,0,0,0,0,0,185,[],[]
995460914143989761,gwhill6,10,0,4,6,1,3272,[],[]
137692293,mfb912,0,1,0,0,0,222,[],[]
1259993701683691520,Anna68304845,1,0,0,1,0,656,[],[]
1214931709701046272,realindietexan,0,0,0,0,0,447,[],[]
347440161,Dee45_24,0,0,0,0,0,388,[],[]
1069275816,JoukoPiho,0,0,0,0,0,2150,[],[]
1162973448,WayneOShit,0,0,0,0,0,105,[],[]
12231932,JackiSchechner,46639,1585,5546,41093,610,47153,[],[]
2465418073,usacit1970,2,0,2,0,0,10023,[],[]
19125956,alekseisays,0,0,0,0,0,37,[],[]
1322152354679054338,sandler_zohan,0,2,0,0,0,15,[],[]
784723127544807425,CharlesIamcwp,0,0,0,0,0,125,[],[]
857138107,LaurelHolub,0,1,0,0,0,2108,[],[]
32207199,ThePinotDiaries,10,3,1,9,0,11509,[],[]
1025554454811172864,independant1492,108,10,8,100,2,20193,[],[]
879030066436427776,Bonamico_1,0,0,0,0,0,0,[],[]
1331644132931072001,CamilleCx42,0,1,0,0,0,2,[],[]
462543230,GoGoLexiRanger,2,1,0,2,0,119,[],[]
